happiness_score,freedom,happiness_rank,family,country,economy,generosity,health,trust,year,score_scaled
7.587,0.66557,1,1.34951,Switzerland,1.39651,0.29678,0.94143,0.41978,2015,
7.561,0.62877,2,1.40223,Iceland,1.30232,0.4363,0.94784,0.14145,2015,
7.527,0.64938,3,1.36058,Denmark,1.32548,0.34139,0.87464,0.48357,2015,
7.522,0.66973,4,1.33095,Norway,1.459,0.34699,0.88521,0.36503,2015,
7.427,0.63297,5,1.32261,Canada,1.32629,0.45811,0.90563,0.32957,2015,
7.406,0.64169,6,1.31826,Finland,1.29025,0.23351,0.88911,0.41372,2015,
7.378,0.61576,7,1.28017,Netherlands,1.32944,0.4761,0.89284,0.31814,2015,
7.364,0.6598,8,1.28907,Sweden,1.33171,0.36262,0.91087,0.43844,2015,
7.286,0.63938,9,1.31967,New Zealand,1.25018,0.47501,0.90837,0.42922,2015,
7.284,0.65124,10,1.30923,Australia,1.33358,0.43562,0.93156,0.35637,2015,
7.278,0.41319,11,1.22393,Israel,1.22857,0.33172,0.91387,0.07785,2015,
7.226,0.63376,12,1.23788,Costa Rica,0.95578,0.25497,0.86027,0.10583,2015,
7.2,0.62433,13,1.29704,Austria,1.33723,0.33088,0.89042,0.18676,2015,
7.187,0.48181,14,0.91451,Mexico,1.02054,0.14074,0.81444,0.21312,2015,
7.119,0.54604,15,1.24711,United States,1.39451,0.40105,0.86179,0.1589,2015,
6.983,0.49049,16,1.23287,Brazil,0.98124,0.14574,0.69702,0.17521,2015,
6.946,0.61583,17,1.21963,Luxembourg,1.56391,0.28034,0.91894,0.37798,2015,
6.94,0.61777,18,1.36948,Ireland,1.33596,0.45901,0.89533,0.28703,2015,
6.937,0.5845,19,1.28566,Belgium,1.30782,0.2225,0.89667,0.2254,2015,
6.901,0.64157,20,1.12575,United Arab Emirates,1.42727,0.26428,0.80925,0.38583,2015,
6.867,0.59625,21,1.28548,United Kingdom,1.26637,0.51912,0.90943,0.32067,2015,
6.853,0.63274,22,1.08182,Oman,1.36011,0.21542,0.76276,0.32524,2015,
6.81,0.42908,23,1.25596,Venezuela,1.04424,0.05841,0.72052,0.11069,2015,
6.798,0.54252,24,1.02,Singapore,1.52186,0.31105,1.02525,0.4921,2015,
6.786,0.5421,25,1.1985,Panama,1.06353,0.24434,0.79661,0.0927,2015,
6.75,0.61477,26,1.29937,Germany,1.32792,0.28214,0.89186,0.21843,2015,
6.67,0.44132,27,1.12447,Chile,1.10715,0.33363,0.85857,0.12869,2015,
6.611,0.6404,28,1.0786,Qatar,1.69042,0.32573,0.79733,0.52208,2015,
6.575,0.55011,29,1.26038,France,1.27778,0.12332,0.94579,0.20646,2015,
6.574,0.44974,30,1.24823,Argentina,1.05351,0.11451,0.78723,0.08484,2015,
6.505,0.46364,31,1.20643,Czech Republic,1.17898,0.10686,0.84483,0.02652,2015,
6.485,0.60362,32,1.2089,Uruguay,1.06166,0.2324,0.8116,0.24558,2015,
6.477,0.53466,33,1.24018,Colombia,0.91861,0.18401,0.69077,0.0512,2015,
6.455,0.55664,34,1.26504,Thailand,0.9669,0.5763,0.7385,0.03187,2015,
6.411,0.31048,35,1.08393,Saudi Arabia,1.39541,0.13706,0.72025,0.32524,2015,
6.329,0.45951,36,1.31379,Spain,1.23011,0.18227,0.95562,0.06398,2015,
6.302,0.60365,37,1.30203,Malta,1.2074,0.51752,0.88721,0.13586,2015,
6.298,0.3974,38,1.07617,Taiwan,1.29098,0.25376,0.8753,0.08129,2015,
6.295,0.55499,39,1.16594,Kuwait,1.55422,0.16228,0.72492,0.25609,2015,
6.269,0.59657,40,0.972,Suriname,0.99534,0.16991,0.6082,0.13633,2015,
6.168,0.55884,41,1.18354,Trinidad and Tobago,1.21183,0.31844,0.61483,0.0114,2015,
6.13,0.4035,42,1.02507,El Salvador,0.76454,0.10692,0.67737,0.11776,2015,
6.123,0.57733,43,1.04356,Guatemala,0.74553,0.27489,0.64425,0.09472,2015,
6.003,0.65821,44,1.34043,Uzbekistan,0.63244,0.22837,0.59772,0.30826,2015,
5.995,0.31751,45,1.26999,Slovakia,1.16891,0.16893,0.78902,0.03431,2015,
5.987,0.49615,46,1.25712,Japan,1.27074,0.10705,0.99111,0.1806,2015,
5.984,0.33208,47,0.95774,South Korea,1.24461,0.18557,0.96538,0.07857,2015,
5.975,0.48574,48,0.99903,Ecuador,0.86402,0.11541,0.79075,0.1809,2015,
5.96,0.45492,49,1.21624,Bahrain,1.32376,0.17362,0.74716,0.306,2015,
5.948,0.26236,50,1.19777,Italy,1.25114,0.22823,0.95446,0.02901,2015,
5.89,0.57414,51,0.97841,Bolivia,0.68133,0.20536,0.5392,0.088,2015,
5.889,0.32818,52,1.01528,Moldova,0.59448,0.20951,0.61826,0.01615,2015,
5.878,0.53899,53,1.30477,Paraguay,0.75985,0.3424,0.66098,0.08242,2015,
5.855,0.51649,54,1.12241,Kazakhstan,1.12254,0.11827,0.64368,0.08454,2015,
5.848,0.60855,55,1.27385,Slovenia,1.18498,0.25328,0.87337,0.03787,2015,
5.833,0.21342,56,1.25745,Lithuania,1.14723,0.02641,0.73128,0.01031,2015,
5.828,0.55475,57,1.14184,Nicaragua,0.59325,0.27815,0.74314,0.19317,2015,
5.824,0.41496,58,0.97459,Peru,0.90019,0.14982,0.73017,0.05989,2015,
5.813,0.37938,59,1.23289,Belarus,1.03192,0.11046,0.73608,0.1909,2015,
5.791,0.53122,60,1.27948,Poland,1.12555,0.16759,0.77903,0.04212,2015,
5.77,0.53024,61,1.07023,Malaysia,1.12486,0.33075,0.72394,0.10501,2015,
5.759,0.25883,62,0.79624,Croatia,1.08254,0.05444,0.78805,0.0243,2015,
5.754,0.41668,63,1.11862,Libya,1.13145,0.18295,0.7038,0.11023,2015,
5.716,0.36679,64,1.23617,Russia,1.13764,0.00199,0.66926,0.03005,2015,
5.709,0.50442,65,1.15102,Jamaica,0.81038,0.2123,0.68741,0.02299,2015,
5.695,0.49027,66,1.07008,North Cyprus,1.20806,0.26169,0.92356,0.1428,2015,
5.689,0.40672,67,0.89318,Cyprus,1.20813,0.30638,0.92356,0.06146,2015,
5.605,0.28579,68,1.07772,Algeria,0.93929,0.07822,0.61766,0.17383,2015,
5.589,0.24749,69,0.81198,Kosovo,0.80148,0.2831,0.63132,0.04741,2015,
5.548,0.4761,70,1.22668,Turkmenistan,0.95847,0.16979,0.53886,0.30844,2015,
5.477,0.56066,71,0.98521,Mauritius,1.00761,0.37744,0.7095,0.07521,2015,
5.474,0.59608,72,1.05818,Hong Kong,1.38604,0.39478,1.01328,0.37124,2015,
5.429,0.44888,73,1.22791,Estonia,1.15174,0.0868,0.77361,0.15184,2015,
5.399,0.46611,74,1.08708,Indonesia,0.82827,0.51535,0.63793,0.0,2015,
5.36,0.59444,75,0.91226,Vietnam,0.63216,0.1686,0.74676,0.10441,2015,
5.332,0.22815,76,0.94632,Turkey,1.06098,0.12253,0.73172,0.15746,2015,
5.286,0.43477,77,1.15115,Kyrgyzstan,0.47428,0.3003,0.65088,0.04232,2015,
5.268,0.34334,78,0.90432,Nigeria,0.65435,0.27233,0.16007,0.0403,2015,
5.253,0.53206,79,1.10395,Bhutan,0.77042,0.47998,0.57407,0.15445,2015,
5.212,0.3703,80,0.93793,Azerbaijan,1.02389,0.07799,0.64045,0.16065,2015,
5.194,0.12102,81,0.41411,Pakistan,0.59543,0.33671,0.51466,0.10464,2015,
5.192,0.40661,82,1.05392,Jordan,0.90198,0.11053,0.69639,0.14293,2015,
5.192,0.1826,82,0.90557,Montenegro,0.97438,0.1614,0.72521,0.14296,2015,
5.14,0.51697,84,0.94675,China,0.89012,0.08185,0.81658,0.02781,2015,
5.129,0.48827,85,0.91612,Zambia,0.47038,0.19591,0.29924,0.12468,2015,
5.124,0.35068,86,0.88588,Romania,1.04345,0.13748,0.7689,0.00649,2015,
5.123,0.20107,87,1.00964,Serbia,0.92053,0.19231,0.74836,0.02617,2015,
5.102,0.51469,88,1.13935,Portugal,1.15991,0.13719,0.87519,0.01078,2015,
5.098,0.29671,89,1.09562,Latvia,1.11312,0.18226,0.72437,0.06332,2015,
5.073,0.62545,90,1.03516,Philippines,0.70532,0.24991,0.58114,0.12279,2015,
5.057,0.46582,91,0.95152,Somaliland region,0.18847,0.50318,0.43873,0.39928,2015,
5.013,0.41691,92,0.64095,Morocco,0.73479,0.07172,0.60954,0.08546,2015,
5.007,0.33457,93,1.00232,Macedonia,0.91851,0.22359,0.73545,0.05327,2015,
4.971,0.34037,94,1.02626,Mozambique,0.08308,0.22269,0.09131,0.15603,2015,
4.959,0.35733,95,0.80434,Albania,0.87867,0.14272,0.81325,0.06413,2015,
4.949,0.09245,96,0.91916,Bosnia and Herzegovina,0.83223,0.24808,0.79081,0.00227,2015,
4.898,0.31767,97,1.04103,Lesotho,0.37545,0.16388,0.07612,0.12504,2015,
4.885,0.57672,98,1.17202,Dominican Republic,0.89537,0.21684,0.66825,0.14234,2015,
4.876,0.59591,99,0.73803,Laos,0.59066,0.42192,0.54909,0.24249,2015,
4.874,0.43626,100,1.3006,Mongolia,0.82819,0.3323,0.60268,0.02666,2015,
4.867,0.30658,101,1.07284,Swaziland,0.71206,0.18259,0.07566,0.0306,2015,
4.857,0.07699,102,0.92933,Greece,1.15406,0.0,0.88213,0.01397,2015,
4.839,0.33916,103,0.80001,Lebanon,1.02564,0.21854,0.83947,0.04582,2015,
4.8,0.32112,104,1.20215,Hungary,1.12094,0.128,0.75905,0.02758,2015,
4.788,0.40148,105,0.95348,Honduras,0.59532,0.23027,0.6951,0.06825,2015,
4.786,0.47216,106,0.85563,Tajikistan,0.39047,0.22974,0.57379,0.15072,2015,
4.739,0.26268,107,0.60429,Tunisia,0.88113,0.06431,0.73793,0.06358,2015,
4.715,0.24499,108,0.92558,Palestinian Territories,0.59867,0.11251,0.66015,0.12905,2015,
4.694,0.4082,109,0.43106,Bangladesh,0.39753,0.21222,0.60164,0.12569,2015,
4.686,0.30033,110,0.54447,Iran,1.0088,0.38086,0.69805,0.05863,2015,
4.681,0.25123,111,1.20278,Ukraine,0.79907,0.15275,0.6739,0.02961,2015,
4.677,0.0,112,0.81889,Iraq,0.98549,0.17922,0.60237,0.13788,2015,
4.642,0.33207,113,1.18468,South Africa,0.92049,0.11973,0.27688,0.08884,2015,
4.633,0.42342,114,0.67954,Ghana,0.54558,0.23087,0.40132,0.04355,2015,
4.61,0.25861,115,1.03276,Zimbabwe,0.271,0.18987,0.33475,0.08079,2015,
4.571,0.28531,116,0.78968,Liberia,0.0712,0.24362,0.34201,0.06232,2015,
4.565,0.39786,117,0.38174,India,0.64499,0.26475,0.51529,0.08492,2015,
4.55,0.10081,118,1.01404,Sudan,0.52107,0.19062,0.36878,0.1466,2015,
4.518,0.24425,119,0.74302,Haiti,0.26673,0.46187,0.38847,0.17175,2015,
4.517,0.22605,120,1.0012,Congo (Kinshasa),0.0,0.24834,0.09806,0.07625,2015,
4.514,0.38282,121,0.86449,Nepal,0.35997,0.32296,0.56874,0.05907,2015,
4.512,0.4345,122,0.60406,Ethiopia,0.19073,0.24325,0.44055,0.15048,2015,
4.507,0.4084,123,0.95571,Sierra Leone,0.33024,0.21488,0.0,0.08786,2015,
4.436,0.24232,124,0.86908,Mauritania,0.45407,0.219,0.35874,0.17461,2015,
4.419,0.42215,125,0.99876,Kenya,0.36471,0.37542,0.41435,0.05839,2015,
4.369,0.46074,126,0.59207,Djibouti,0.44025,0.18093,0.36291,0.28105,2015,
4.35,0.19847,127,0.77711,Armenia,0.76821,0.07855,0.7299,0.039,2015,
4.332,0.49495,128,1.10464,Botswana,0.99355,0.10461,0.04776,0.12474,2015,
4.307,0.44017,129,0.70905,Myanmar,0.27108,0.79588,0.48246,0.19034,2015,
4.297,0.40577,130,0.38562,Georgia,0.7419,0.05547,0.72926,0.38331,2015,
4.292,0.43054,131,0.41134,Malawi,0.01604,0.33128,0.22562,0.06977,2015,
4.271,0.53726,132,1.01905,Sri Lanka,0.83524,0.40828,0.70806,0.09179,2015,
4.252,0.49309,133,0.88767,Cameroon,0.4225,0.20618,0.23402,0.05786,2015,
4.218,0.30587,134,1.10614,Bulgaria,1.01216,0.11921,0.76649,0.00872,2015,
4.194,0.17288,135,0.747,Egypt,0.8818,0.11291,0.61712,0.06324,2015,
4.077,0.35571,136,0.68093,Yemen,0.54649,0.09131,0.40064,0.07854,2015,
4.033,0.10384,137,0.8604,Angola,0.75778,0.12344,0.16683,0.07122,2015,
3.995,0.38857,138,1.03526,Mali,0.26074,0.18798,0.20583,0.12352,2015,
3.989,0.41466,139,0.6629,Congo (Brazzaville),0.67866,0.12388,0.31051,0.11686,2015,
3.956,0.22917,140,0.79273,Comoros,0.23906,0.17441,0.36315,0.199,2015,
3.931,0.45727,141,1.13299,Uganda,0.21102,0.29066,0.33861,0.07267,2015,
3.904,0.36772,142,0.97619,Senegal,0.36498,0.20843,0.4354,0.10713,2015,
3.896,0.31914,143,0.90528,Gabon,1.06024,0.06822,0.43372,0.11091,2015,
3.845,0.47692,144,0.77265,Niger,0.0694,0.19387,0.29707,0.15639,2015,
3.819,0.66246,145,0.62736,Cambodia,0.46038,0.40359,0.61114,0.07247,2015,
3.781,0.32878,146,1.00268,Tanzania,0.2852,0.34377,0.38215,0.05747,2015,
3.681,0.19184,147,0.66801,Madagascar,0.20824,0.21333,0.46721,0.08124,2015,
3.678,0.48879,148,0.0,Central African Republic,0.0785,0.23835,0.06699,0.08289,2015,
3.667,0.23501,149,0.76062,Chad,0.34193,0.18386,0.1501,0.05269,2015,
3.656,0.37725,150,0.46475,Guinea,0.17417,0.28657,0.24009,0.12139,2015,
3.655,0.46866,151,0.77115,Ivory Coast,0.46534,0.20165,0.15185,0.17922,2015,
3.587,0.39493,152,0.85188,Burkina Faso,0.25812,0.21747,0.27125,0.12832,2015,
3.575,0.23414,153,0.30285,Afghanistan,0.31982,0.3651,0.30335,0.09719,2015,
3.465,0.59201,154,0.7737,Rwanda,0.22208,0.22628,0.42864,0.55191,2015,
3.34,0.4845,155,0.35386,Benin,0.28665,0.1826,0.3191,0.0801,2015,
3.006,0.15684,156,0.47489,Syria,0.6632,0.47179,0.72193,0.18906,2015,
2.905,0.1185,157,0.41587,Burundi,0.0153,0.19727,0.22396,0.10062,2015,
2.839,0.36453,158,0.13995,Togo,0.20868,0.16681,0.28443,0.10731,2015,
7.526,0.57941,1,1.16374,Denmark,1.44178,0.36171,0.79504,0.44453,2016,
7.509,0.58557,2,1.14524,Switzerland,1.52733,0.28083,0.86303,0.41203,2016,
7.501,0.56624,3,1.18326,Iceland,1.42666,0.47678,0.86733,0.14975,2016,
7.498,0.59609,4,1.1269,Norway,1.57744,0.37895,0.79579,0.35776,2016,
7.413,0.57104,5,1.13464,Finland,1.40598,0.25492,0.81091,0.41004,2016,
7.404,0.5737,6,1.0961,Canada,1.44015,0.44834,0.8276,0.31329,2016,
7.339,0.55211,7,1.02912,Netherlands,1.46468,0.47416,0.81231,0.29927,2016,
7.334,0.58147,8,1.17278,New Zealand,1.36066,0.49401,0.83096,0.41904,2016,
7.313,0.56837,9,1.10476,Australia,1.44443,0.47407,0.8512,0.32331,2016,
7.291,0.58218,10,1.08764,Sweden,1.45181,0.38254,0.83121,0.40867,2016,
7.267,0.36432,11,0.99537,Israel,1.33766,0.32288,0.84917,0.08728,2016,
7.119,0.54355,12,1.08383,Austria,1.45038,0.32865,0.80565,0.21348,2016,
7.104,0.48163,13,1.04782,United States,1.50796,0.41077,0.779,0.14868,2016,
7.087,0.55225,14,1.02152,Costa Rica,1.06879,0.22553,0.76146,0.10547,2016,
7.039,0.46823,15,1.08113,Puerto Rico,1.35943,0.22202,0.77758,0.12275,2016,
6.994,0.53466,16,1.09774,Germany,1.44787,0.30452,0.81487,0.28551,2016,
6.952,0.40425,17,1.03938,Brazil,1.08754,0.15776,0.61415,0.14166,2016,
6.929,0.51354,18,1.05249,Belgium,1.42539,0.2424,0.81959,0.26248,2016,
6.907,0.54008,19,1.16157,Ireland,1.48341,0.44963,0.81455,0.29754,2016,
6.871,0.5487,20,1.03999,Luxembourg,1.69752,0.27571,0.84542,0.35329,2016,
6.778,0.37709,21,0.7146,Mexico,1.11508,0.11735,0.71143,0.18355,2016,
6.739,0.4877,22,0.86758,Singapore,1.64555,0.32706,0.94719,0.46987,2016,
6.725,0.50036,23,1.08672,United Kingdom,1.40283,0.50156,0.80991,0.27399,2016,
6.705,0.37789,24,0.90587,Chile,1.2167,0.31595,0.81883,0.11451,2016,
6.701,0.48927,25,0.98912,Panama,1.18306,0.2418,0.70835,0.08423,2016,
6.65,0.42284,26,1.06612,Argentina,1.15137,0.10989,0.69711,0.07296,2016,
6.596,0.41418,27,1.00793,Czech Republic,1.30915,0.09929,0.76376,0.03986,2016,
6.573,0.56215,28,0.87114,United Arab Emirates,1.57352,0.26591,0.72993,0.35561,2016,
6.545,0.54388,29,1.03143,Uruguay,1.18157,0.18056,0.72183,0.21394,2016,
6.488,0.54994,30,1.09879,Malta,1.30782,0.56237,0.80315,0.17554,2016,
6.481,0.44735,31,1.02169,Colombia,1.03032,0.15626,0.59659,0.05399,2016,
6.478,0.46562,32,1.00508,France,1.39488,0.1216,0.83795,0.17808,2016,
6.474,0.49553,33,1.04477,Thailand,1.0893,0.58696,0.64915,0.02833,2016,
6.379,0.37904,34,0.84829,Saudi Arabia,1.48953,0.15457,0.59267,0.30008,2016,
6.379,0.32377,34,0.92624,Taiwan,1.39729,0.25495,0.79565,0.0663,2016,
6.375,0.56679,36,0.87964,Qatar,1.82427,0.32388,0.71723,0.48049,2016,
6.361,0.37545,37,1.12945,Spain,1.34253,0.17665,0.87896,0.06137,2016,
6.355,0.21006,38,0.83309,Algeria,1.05266,0.07044,0.61804,0.16157,2016,
6.324,0.50379,39,0.87119,Guatemala,0.83454,0.28808,0.54039,0.08701,2016,
6.269,0.52234,40,0.77866,Suriname,1.09686,0.16665,0.50933,0.12692,2016,
6.239,0.43166,41,0.87758,Kuwait,1.61714,0.15965,0.63569,0.23669,2016,
6.218,0.47375,42,0.94397,Bahrain,1.44024,0.17147,0.65696,0.25772,2016,
6.168,0.48453,43,0.98569,Trinidad and Tobago,1.32572,0.31935,0.52608,0.01241,2016,
6.084,0.19847,44,1.03302,Venezuela,1.13367,0.0425,0.61904,0.08304,2016,
6.078,0.23391,45,1.08268,Slovakia,1.27973,0.13837,0.70367,0.02947,2016,
6.068,0.37269,46,0.80975,El Salvador,0.8737,0.08877,0.596,0.10613,2016,
6.005,0.39031,47,0.88025,Malaysia,1.25142,0.41474,0.62366,0.09081,2016,
5.992,0.46582,48,0.89521,Nicaragua,0.69384,0.29773,0.65213,0.16292,2016,
5.987,0.60848,49,1.1681,Uzbekistan,0.73591,0.34326,0.50163,0.28333,2016,
5.977,0.18827,50,1.04167,Italy,1.35495,0.16684,0.85102,0.02556,2016,
5.976,0.4027,51,0.85974,Ecuador,0.97306,0.10074,0.68613,0.18037,2016,
5.956,0.51231,52,0.68655,Belize,0.87616,0.23684,0.45569,0.10771,2016,
5.921,0.46761,53,1.06054,Japan,1.38007,0.10224,0.91491,0.18985,2016,
5.919,0.4052,54,0.95544,Kazakhstan,1.22943,0.15011,0.57386,0.11132,2016,
5.897,0.25202,55,0.83132,Moldova,0.69177,0.19997,0.52309,0.01903,2016,
5.856,0.32682,56,1.05261,Russia,1.23228,0.02736,0.58991,0.03586,2016,
5.835,0.4519,57,1.04685,Poland,1.24585,0.14443,0.69058,0.055,2016,
5.835,0.25168,57,0.72194,South Korea,1.35948,0.18824,0.88645,0.07716,2016,
5.822,0.50961,59,0.83779,Bolivia,0.79422,0.21698,0.4697,0.07746,2016,
5.813,0.18929,60,1.06411,Lithuania,1.2692,0.02025,0.64674,0.0182,2016,
5.802,0.29091,61,1.04993,Belarus,1.13062,0.13942,0.63104,0.17457,2016,
5.771,0.43596,62,0.81826,North Cyprus,1.31141,0.26322,0.84142,0.16578,2016,
5.768,0.53164,63,1.05613,Slovenia,1.29947,0.25738,0.79151,0.03635,2016,
5.743,0.37502,64,0.81255,Peru,0.99602,0.14527,0.62994,0.05292,2016,
5.658,0.37408,65,1.03817,Turkmenistan,1.08017,0.22567,0.44006,0.28467,2016,
5.648,0.46145,66,0.75695,Mauritius,1.14372,0.36951,0.66189,0.05203,2016,
5.615,0.40672,67,0.95076,Libya,1.06688,0.17087,0.52304,0.10339,2016,
5.56,0.27996,68,0.95025,Latvia,1.21788,0.17445,0.63952,0.0889,2016,
5.546,0.29507,69,0.70697,Cyprus,1.31857,0.27906,0.8488,0.05228,2016,
5.538,0.46235,70,1.11111,Paraguay,0.89373,0.25296,0.58295,0.07396,2016,
5.528,0.36712,71,0.72803,Romania,1.1697,0.12889,0.67602,0.00679,2016,
5.517,0.41511,72,1.05163,Estonia,1.27964,0.08423,0.68098,0.18519,2016,
5.51,0.43597,73,0.96372,Jamaica,0.89333,0.22245,0.59469,0.04294,2016,
5.488,0.23907,74,0.60809,Croatia,1.18649,0.18434,0.70524,0.04002,2016,
5.458,0.48079,75,0.87021,Hong Kong,1.5107,0.40097,0.95277,0.31647,2016,
5.44,0.56778,76,0.33613,Somalia,0.0,0.27225,0.11466,0.3118,2016,
5.401,0.14396,77,0.66062,Kosovo,0.90145,0.27992,0.54,0.06547,2016,
5.389,0.23889,78,0.87717,Turkey,1.16492,0.04707,0.64718,0.12348,2016,
5.314,0.39237,79,0.87625,Indonesia,0.95104,0.56521,0.49374,0.00322,2016,
5.303,0.36023,80,0.86216,Jordan,0.99673,0.14262,0.60712,0.13297,2016,
5.291,0.35327,81,0.76042,Azerbaijan,1.12373,0.0564,0.54504,0.17914,2016,
5.279,0.54854,82,0.87877,Philippines,0.81217,0.21674,0.47036,0.11757,2016,
5.245,0.44012,83,0.79381,China,1.0278,0.04959,0.73561,0.02745,2016,
5.196,0.46074,84,0.90836,Bhutan,0.8527,0.48546,0.49759,0.1616,2016,
5.185,0.40212,85,0.95434,Kyrgyzstan,0.56044,0.38432,0.55449,0.04762,2016,
5.177,0.15718,86,0.81329,Serbia,1.03437,0.20737,0.6458,0.04339,2016,
5.163,0.09511,87,0.64367,Bosnia and Herzegovina,0.93383,0.29889,0.70766,0.0,2016,
5.161,0.15111,88,0.74173,Montenegro,1.07838,0.17191,0.63533,0.12721,2016,
5.155,0.52259,89,0.99496,Dominican Republic,1.02787,0.21286,0.57669,0.12372,2016,
5.151,0.25646,90,0.38595,Morocco,0.84058,0.04053,0.59471,0.08404,2016,
5.145,0.1977,91,0.93164,Hungary,1.24142,0.099,0.67608,0.04472,2016,
5.132,0.14622,92,0.26135,Pakistan,0.68816,0.31185,0.40306,0.1388,2016,
5.129,0.26228,93,0.64184,Lebanon,1.12268,0.23693,0.76171,0.03061,2016,
5.123,0.44727,94,0.94367,Portugal,1.27607,0.11691,0.79363,0.01521,2016,
5.121,0.27668,95,0.78236,Macedonia,1.0193,0.23507,0.64738,0.07047,2016,
5.061,0.55954,96,0.79117,Vietnam,0.74037,0.25075,0.66157,0.11556,2016,
5.057,0.3913,97,0.75862,Somaliland Region,0.25558,0.51479,0.33108,0.36794,2016,
5.045,0.23553,98,0.43165,Tunisia,0.97724,0.03936,0.59577,0.0817,2016,
5.033,0.05822,99,0.75473,Greece,1.24886,0.0,0.80029,0.04127,2016,
4.996,0.43408,100,0.75602,Tajikistan,0.48835,0.25998,0.53119,0.13509,2016,
4.907,0.35972,101,1.08983,Mongolia,0.98853,0.34539,0.55469,0.03285,2016,
4.876,0.52168,102,0.5497,Laos,0.68042,0.43079,0.38291,0.22423,2016,
4.875,0.27854,103,0.64498,Nigeria,0.75216,0.23219,0.05108,0.0305,2016,
4.871,0.26755,104,0.75596,Honduras,0.69429,0.2044,0.58383,0.06906,2016,
4.813,0.22544,105,0.38857,Iran,1.11758,0.38538,0.64232,0.0557,2016,
4.795,0.42662,106,0.6376,Zambia,0.61202,0.17866,0.23573,0.11479,2016,
4.793,0.37012,107,0.69699,Nepal,0.44626,0.3816,0.50073,0.07008,2016,
4.754,0.17744,108,0.71629,Palestinian Territories,0.67024,0.11154,0.56844,0.10613,2016,
4.655,0.31866,109,0.50163,Albania,0.9553,0.1684,0.73007,0.05301,2016,
4.643,0.39778,110,0.24749,Bangladesh,0.54177,0.19132,0.52989,0.12583,2016,
4.635,0.30685,111,0.628,Sierra Leone,0.36485,0.23897,0.0,0.08196,2016,
4.575,0.24856,112,0.59205,Iraq,1.07474,0.19589,0.51076,0.13636,2016,
4.574,0.48614,113,0.70362,Namibia,0.93287,0.07795,0.34745,0.10398,2016,
4.513,0.42736,114,0.62542,Cameroon,0.52497,0.2268,0.12698,0.06126,2016,
4.508,0.36703,115,0.37932,Ethiopia,0.29283,0.29522,0.34578,0.1717,2016,
4.459,0.42483,116,0.96053,South Africa,1.02416,0.13656,0.18611,0.08415,2016,
4.415,0.50817,117,0.84783,Sri Lanka,0.97318,0.46978,0.62007,0.07964,2016,
4.404,0.40285,118,0.29247,India,0.74036,0.25028,0.45091,0.08722,2016,
4.395,0.42692,119,0.69981,Myanmar,0.34112,0.81971,0.3988,0.20243,2016,
4.362,0.18847,120,0.49813,Egypt,0.95395,0.12706,0.52116,0.10393,2016,
4.36,0.14037,121,0.62477,Armenia,0.86086,0.07793,0.64083,0.03616,2016,
4.356,0.40576,122,0.7624,Kenya,0.52267,0.41328,0.30147,0.06686,2016,
4.324,0.12859,123,1.01413,Ukraine,0.87287,0.20363,0.58628,0.01829,2016,
4.276,0.40973,124,0.49353,Ghana,0.63107,0.21203,0.29681,0.0326,2016,
4.272,0.15602,125,0.80676,Congo (Kinshasa),0.05661,0.25458,0.188,0.06075,2016,
4.252,0.32461,126,0.19249,Georgia,0.83792,0.06786,0.64035,0.3188,2016,
4.236,0.37938,127,0.47799,Congo (Brazzaville),0.77109,0.12077,0.28212,0.09753,2016,
4.219,0.31056,128,0.77416,Senegal,0.44314,0.19103,0.40457,0.11681,2016,
4.217,0.21219,129,0.92542,Bulgaria,1.11306,0.12793,0.67806,0.00615,2016,
4.201,0.1268,130,0.84142,Mauritania,0.61391,0.22686,0.28639,0.17955,2016,
4.193,0.25429,131,0.71478,Zimbabwe,0.35041,0.18503,0.1595,0.08582,2016,
4.156,0.4143,132,0.147,Malawi,0.08709,0.30968,0.29364,0.07564,2016,
4.139,0.0,133,0.81928,Sudan,0.63069,0.18077,0.29759,0.10039,2016,
4.121,0.28098,134,0.72368,Gabon,1.15851,0.06244,0.3494,0.09314,2016,
4.073,0.27544,135,0.86333,Mali,0.31292,0.21064,0.16347,0.13647,2016,
4.028,0.12072,136,0.29561,Haiti,0.34097,0.47958,0.27494,0.14476,2016,
3.974,0.44089,137,0.89186,Botswana,1.09426,0.12425,0.34752,0.10769,2016,
3.956,0.15412,138,0.60323,Comoros,0.27509,0.1827,0.29981,0.18437,2016,
3.916,0.40663,139,0.57576,Ivory Coast,0.55507,0.20338,0.04476,0.1553,2016,
3.907,0.58852,140,0.5375,Cambodia,0.55604,0.40339,0.42494,0.08092,2016,
